ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-03-15T22:46:06.391Z,market,trade,WINFUT,179900.0,3,,,,XP Investimentos CCTVM S/A,BTG Pactual CTVM S.A.,,,
2026-03-15T22:51:37.912Z,market,trade,WINFUT,179900.0,3,,,,XP Investimentos CCTVM S/A,BTG Pactual CTVM S.A.,,,
2026-03-15T22:52:05.528Z,market,trade,TESTE,100006.09685661293,200,,,,1009,1013,,,
2026-03-15T22:52:05.932Z,market,trade,TESTE,99997.61144561273,130,,,,1008,1015,,,
2026-03-15T22:52:06.345Z,market,trade,TESTE,99999.65185209109,76,,,,1003,1010,,,
2026-03-15T22:52:06.748Z,market,trade,TESTE,100003.34358484947,166,,,,1004,1016,,,
2026-03-15T22:52:07.149Z,market,trade,TESTE,100009.83158882923,199,,,,1005,1016,,,
2026-03-15T22:52:07.571Z,market,trade,TESTE,99999.51659237643,65,,,,1005,1010,,,
2026-03-15T22:52:07.971Z,market,trade,TESTE,100013.64003128467,68,,,,1000,1013,,,
2026-03-15T22:52:08.388Z,market,trade,TESTE,100003.83302213295,154,,,,1004,1015,,,
2026-03-15T22:52:08.792Z,market,trade,TESTE,100009.53395167479,80,,,,1001,1013,,,
2026-03-15T22:52:09.207Z,market,trade,TESTE,100012.52277011186,129,,,,1003,1016,,,
2026-03-15T22:52:09.608Z,market,trade,TESTE,99999.90002991221,21,,,,1003,1015,,,
2026-03-15T22:52:10.011Z,market,trade,TESTE,100007.52314496317,44,,,,1003,1015,,,
2026-03-15T22:52:10.412Z,market,trade,TESTE,99999.82379377872,194,,,,1006,1013,,,
2026-03-15T22:52:10.828Z,market,trade,TESTE,100003.4303019659,9,,,,1007,1010,,,
2026-03-15T22:52:11.244Z,market,trade,TESTE,100016.15954817392,140,,,,1002,1015,,,
2026-03-15T22:52:11.649Z,market,trade,TESTE,100019.03172599104,60,,,,1008,1019,,,
2026-03-15T22:52:12.052Z,market,trade,TESTE,100014.15207386231,34,,,,1008,1017,,,
2026-03-15T22:52:12.467Z,market,trade,TESTE,100008.99552074315,44,,,,1001,1013,,,
2026-03-15T22:52:12.868Z,market,trade,TESTE,100007.45953360898,38,,,,1001,1010,,,
2026-03-15T22:52:13.272Z,market,trade,TESTE,100004.58511566794,80,,,,1002,1014,,,
2026-03-15T22:52:13.672Z,market,trade,TESTE,100018.48339924746,80,,,,1003,1013,,,
2026-03-15T22:52:14.087Z,market,trade,TESTE,100010.75560662059,186,,,,1009,1018,,,
2026-03-15T22:52:14.492Z,market,trade,TESTE,100016.02620298848,109,,,,1004,1010,,,
2026-03-15T22:52:14.904Z,market,trade,TESTE,100016.49684342573,25,,,,1007,1011,,,
2026-03-15T22:52:15.309Z,market,trade,TESTE,100009.01951654369,52,,,,1004,1012,,,
2026-03-15T22:52:15.712Z,market,trade,TESTE,100007.39197692684,114,,,,1002,1018,,,
2026-03-15T22:52:16.127Z,market,trade,TESTE,100011.07522571443,48,,,,1000,1010,,,
2026-03-15T22:52:16.532Z,market,trade,TESTE,100018.69039770697,58,,,,1008,1013,,,
2026-03-15T22:52:16.948Z,market,trade,TESTE,100018.08530798173,151,,,,1000,1018,,,
2026-03-15T22:52:17.352Z,market,trade,TESTE,100021.54104209019,145,,,,1005,1018,,,
2026-03-15T22:52:17.769Z,market,trade,TESTE,100009.53122488082,78,,,,1000,1015,,,
2026-03-15T22:52:18.172Z,market,trade,TESTE,100008.20268263067,27,,,,1001,1015,,,
2026-03-15T22:52:18.572Z,market,trade,TESTE,100010.58817324357,47,,,,1004,1011,,,
2026-03-15T22:52:18.983Z,market,trade,TESTE,100016.61601608878,38,,,,1001,1016,,,
2026-03-15T22:52:19.387Z,market,trade,TESTE,100008.49779181172,50,,,,1009,1013,,,
2026-03-15T22:52:19.791Z,market,trade,TESTE,100009.05027896543,65,,,,1003,1019,,,
2026-03-15T22:52:20.192Z,market,trade,TESTE,100022.90027355644,172,,,,1003,1016,,,
2026-03-15T22:52:20.592Z,market,trade,TESTE,100018.81865398568,44,,,,1003,1013,,,
2026-03-15T22:52:20.993Z,market,trade,TESTE,100018.39464906784,174,,,,1003,1011,,,
2026-03-15T22:52:21.394Z,market,trade,TESTE,100004.2426735655,115,,,,1009,1019,,,
2026-03-15T22:52:21.807Z,market,trade,TESTE,100007.85757484686,135,,,,1005,1011,,,
2026-03-15T22:52:22.212Z,market,trade,TESTE,100006.06898048852,74,,,,1009,1013,,,
2026-03-15T22:52:22.627Z,market,trade,TESTE,100018.48189082173,150,,,,1004,1010,,,
2026-03-15T22:52:23.042Z,market,trade,TESTE,100005.18816324479,186,,,,1004,1012,,,
2026-03-15T22:52:23.444Z,market,trade,TESTE,100010.15146253361,154,,,,1009,1017,,,
2026-03-15T22:52:23.847Z,market,trade,TESTE,100021.74614323076,67,,,,1000,1013,,,
2026-03-15T22:52:24.252Z,market,trade,TESTE,100022.37883797564,173,,,,1009,1011,,,
2026-03-15T22:52:24.657Z,market,trade,TESTE,100022.10101677633,38,,,,1007,1011,,,
2026-03-15T22:52:25.078Z,market,trade,TESTE,100010.38330031079,88,,,,1006,1014,,,
