ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-04-23T13:24:33.467Z,market,trade,TESTE,100004.49894446561,144,,,,CS,GOLDM,,,
2026-04-23T13:24:47.581Z,market,trade,TESTE,99993.0450763794,193,,,,ITAU,BTG,,,
2026-04-23T13:24:47.737Z,market,trade,TESTE,100003.89983237161,47,,,,ITAU,UBS,,,
2026-04-23T13:24:47.894Z,market,trade,TESTE,99992.77583255564,110,,,,BTG,MS,,,
2026-04-23T13:24:48.049Z,market,trade,TESTE,99998.30292482804,41,,,,UBS,GOLDM,,,
2026-04-23T13:24:48.206Z,market,trade,TESTE,99996.40996882589,66,,,,GOLDM,CS,,,
2026-04-23T13:24:48.364Z,market,trade,TESTE,99992.98759387594,80,,,,MS,CS,,,
2026-04-23T13:24:48.518Z,market,trade,TESTE,99989.72400122124,181,,,,ITAU,MS,,,
2026-04-23T13:24:48.674Z,market,trade,TESTE,99986.78782900356,157,,,,MS,BTG,,,
2026-04-23T13:24:48.833Z,market,trade,TESTE,99972.79534197312,79,,,,ITAU,GOLDM,,,
2026-04-23T13:24:48.988Z,market,trade,TESTE,99969.01215195435,140,,,,XP,BTG,,,
2026-04-23T13:24:49.142Z,market,trade,TESTE,99983.60233016571,172,,,,XP,XP,,,
2026-04-23T13:24:49.299Z,market,trade,TESTE,99971.71576548283,179,,,,BARCL,CITI,,,
2026-04-23T13:24:49.463Z,market,trade,TESTE,99969.25541951133,6,,,,UBS,GOLDM,,,
2026-04-23T13:24:49.620Z,market,trade,TESTE,99976.54809435632,92,,,,XP,MS,,,
2026-04-23T13:24:49.774Z,market,trade,TESTE,99972.29320015165,138,,,,CS,JPM,,,
2026-04-23T13:24:49.936Z,market,flow_inversion,,,,,,,,,-41,64,UBS
2026-04-23T13:24:49.936Z,market,trade,TESTE,99960.72776561792,105,,,,UBS,GOLDM,,,
2026-04-23T13:24:50.090Z,market,trade,TESTE,99974.78058823384,73,,,,JPM,ITAU,,,
2026-04-23T13:24:50.248Z,market,trade,TESTE,99961.65513385292,119,,,,BTG,JPM,,,
2026-04-23T13:24:50.403Z,market,trade,TESTE,99965.328595455,64,,,,CS,UBS,,,
2026-04-23T13:24:50.557Z,market,trade,TESTE,99962.77152805308,46,,,,BTG,BARCL,,,
2026-04-23T13:24:50.713Z,market,trade,TESTE,99957.99593896157,90,,,,MS,BTG,,,
2026-04-23T13:24:50.875Z,market,flow_inversion,,,,,,,,,-41,72,GOLDM
2026-04-23T13:24:50.875Z,market,trade,TESTE,99964.51565059107,113,,,,GOLDM,MS,,,
2026-04-23T13:24:51.027Z,market,trade,TESTE,99966.40426618546,189,,,,CS,CS,,,
2026-04-23T13:24:51.182Z,market,trade,TESTE,99954.72533466338,179,,,,UBS,CITI,,,
2026-04-23T13:24:51.336Z,market,trade,TESTE,99952.64597370876,164,,,,XP,ITAU,,,
2026-04-23T13:24:51.492Z,market,trade,TESTE,99952.52406836474,192,,,,ITAU,BTG,,,
2026-04-23T13:24:51.652Z,market,trade,TESTE,99957.45849941368,192,,,,ITAU,BARCL,,,
2026-04-23T13:24:51.808Z,market,trade,TESTE,99967.1098014505,174,,,,BTG,CITI,,,
2026-04-23T13:24:51.971Z,market,trade,TESTE,99970.69235757734,97,,,,BARCL,CITI,,,
2026-04-23T13:24:52.127Z,market,trade,TESTE,99959.24651010343,64,,,,JPM,BARCL,,,
2026-04-23T13:24:52.282Z,market,trade,TESTE,99969.35881114868,152,,,,BARCL,CS,,,
