ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-03-19T01:12:59.553Z,market,trade,TESTE,100005.16129193355,14,,,,XP,CITI,,,
2026-03-19T01:12:59.715Z,market,trade,TESTE,100001.07482769068,69,,,,CS,XP,,,
2026-03-19T01:12:59.870Z,market,trade,TESTE,99995.81908649395,184,,,,JPM,ITAU,,,
2026-03-19T01:13:00.025Z,market,trade,TESTE,99997.0418692717,182,,,,XP,JPM,,,
2026-03-19T01:13:00.186Z,market,trade,TESTE,99997.80301172558,41,,,,CS,CS,,,
2026-03-19T01:13:00.346Z,market,trade,TESTE,99996.9554849406,81,,,,ITAU,MS,,,
2026-03-19T01:13:00.503Z,market,trade,TESTE,100007.33699003678,145,,,,BTG,ITAU,,,
2026-03-19T01:13:00.659Z,market,trade,TESTE,100005.81878606784,87,,,,BARCL,GOLDM,,,
2026-03-19T01:13:00.810Z,market,trade,TESTE,100005.73480295805,112,,,,CS,XP,,,
2026-03-19T01:13:00.966Z,market,trade,TESTE,100008.08471149663,70,,,,BARCL,XP,,,
2026-03-19T01:13:01.119Z,market,trade,TESTE,100001.03891084388,200,,,,XP,CS,,,
2026-03-19T01:13:01.275Z,market,trade,TESTE,99999.38999368802,146,,,,GOLDM,GOLDM,,,
2026-03-19T01:13:01.432Z,market,trade,TESTE,100002.67570487084,54,,,,UBS,XP,,,
2026-03-19T01:13:01.588Z,market,trade,TESTE,100008.58523234587,62,,,,BTG,GOLDM,,,
2026-03-19T01:13:01.751Z,market,trade,TESTE,100007.01064601747,154,,,,BTG,XP,,,
2026-03-19T01:13:01.904Z,market,trade,TESTE,100009.22791246779,30,,,,MS,XP,,,
2026-03-19T01:13:02.056Z,market,trade,TESTE,100001.54493343669,193,,,,CS,UBS,,,
2026-03-19T01:13:02.215Z,market,trade,TESTE,100015.56544803471,19,,,,ITAU,GOLDM,,,
2026-03-19T01:13:02.372Z,market,trade,TESTE,100003.21143800166,145,,,,MS,BARCL,,,
2026-03-19T01:13:02.527Z,market,trade,TESTE,100004.77295626242,78,,,,CS,BTG,,,
2026-03-19T01:13:02.687Z,market,trade,TESTE,100002.51933707736,115,,,,GOLDM,MS,,,
2026-03-19T01:13:02.847Z,market,trade,TESTE,100005.15024857508,55,,,,BTG,CITI,,,
2026-03-19T01:13:03.005Z,market,trade,TESTE,100017.56140201134,138,,,,BTG,CITI,,,
2026-03-19T01:13:03.158Z,market,trade,TESTE,100008.34995406804,176,,,,JPM,CITI,,,
2026-03-19T01:13:03.314Z,market,trade,TESTE,100003.9755799505,18,,,,CS,UBS,,,
2026-03-19T01:13:03.465Z,market,trade,TESTE,100017.2001312588,82,,,,MS,BTG,,,
2026-03-19T01:13:03.638Z,market,trade,TESTE,100004.09724210267,133,,,,GOLDM,XP,,,
2026-03-19T01:13:03.791Z,market,trade,TESTE,100001.68753449092,163,,,,JPM,BARCL,,,
2026-03-19T01:13:03.994Z,market,trade,TESTE,99998.59723404904,90,,,,BTG,ITAU,,,
2026-03-19T01:13:04.152Z,market,trade,TESTE,100008.11162718092,171,,,,CS,CITI,,,
2026-03-19T01:13:04.307Z,market,trade,TESTE,100007.80872568655,57,,,,JPM,CITI,,,
2026-03-19T01:13:04.462Z,market,trade,TESTE,100008.10154895535,24,,,,GOLDM,UBS,,,
2026-03-19T01:13:04.617Z,market,trade,TESTE,100007.199689397,45,,,,XP,BTG,,,
2026-03-19T01:13:04.770Z,market,trade,TESTE,100008.86561593348,194,,,,BARCL,UBS,,,
2026-03-19T01:13:04.920Z,market,trade,TESTE,100010.86136690366,153,,,,BARCL,GOLDM,,,
2026-03-19T01:13:04.920Z,alert,,TESTE,100010.86136690366,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-19T01:13:05.086Z,market,trade,TESTE,100007.69266121238,111,,,,XP,JPM,,,
2026-03-19T01:13:05.252Z,market,trade,TESTE,99995.57147617135,192,,,,GOLDM,XP,,,
2026-03-19T01:13:05.405Z,market,trade,TESTE,100008.29173566369,62,,,,MS,BTG,,,
2026-03-19T01:13:05.569Z,market,trade,TESTE,100006.19707915909,108,,,,CS,XP,,,
2026-03-19T01:13:05.720Z,market,trade,TESTE,99992.37561099207,30,,,,UBS,BTG,,,
2026-03-19T01:13:05.885Z,market,trade,TESTE,99987.8755611769,56,,,,BARCL,XP,,,
2026-03-19T01:13:06.050Z,market,trade,TESTE,100002.4869907117,131,,,,XP,XP,,,
2026-03-19T01:13:06.204Z,market,trade,TESTE,99999.86122308939,181,,,,ITAU,BARCL,,,
2026-03-19T01:13:06.355Z,market,trade,TESTE,99989.89745659247,88,,,,UBS,XP,,,
2026-03-19T01:13:06.506Z,market,trade,TESTE,100002.4804883184,67,,,,CITI,XP,,,
2026-03-19T01:13:06.668Z,market,trade,TESTE,99999.2902641343,115,,,,JPM,BARCL,,,
2026-03-19T01:13:06.821Z,market,trade,TESTE,100003.36935307468,142,,,,CITI,XP,,,
2026-03-19T01:13:06.986Z,market,trade,TESTE,100002.4784143789,107,,,,CITI,CITI,,,
2026-03-19T01:13:07.138Z,market,trade,TESTE,99995.93510044331,129,,,,BTG,ITAU,,,
2026-03-19T01:13:07.302Z,market,trade,TESTE,99992.80614830776,123,,,,JPM,XP,,,
2026-03-19T01:13:07.452Z,market,trade,TESTE,99988.1313138873,58,,,,CITI,MS,,,
2026-03-19T01:13:07.604Z,market,trade,TESTE,99996.2156807186,181,,,,MS,CITI,,,
2026-03-19T01:13:07.754Z,market,trade,TESTE,99990.76118039389,5,,,,BTG,BTG,,,
2026-03-19T01:13:07.905Z,market,trade,TESTE,100005.673190496,186,,,,UBS,UBS,,,
2026-03-19T01:13:08.056Z,market,trade,TESTE,99991.08179396826,78,,,,UBS,BARCL,,,
2026-03-19T01:13:08.219Z,market,trade,TESTE,99994.98367535498,32,,,,CS,BTG,,,
2026-03-19T01:13:08.371Z,market,trade,TESTE,100002.69321336361,43,,,,GOLDM,BARCL,,,
2026-03-19T01:13:08.535Z,market,trade,TESTE,99997.90570930233,77,,,,JPM,CITI,,,
2026-03-19T01:13:08.702Z,market,trade,TESTE,99995.91972523264,91,,,,MS,XP,,,
2026-03-19T01:13:08.857Z,market,trade,TESTE,99999.85664605138,93,,,,BARCL,UBS,,,
2026-03-19T01:13:09.019Z,market,trade,TESTE,100003.47052607081,36,,,,BARCL,XP,,,
