ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-04-30T22:31:28.446Z,market,trade,WINFUT,189980.0,5,,,,,,,,
2026-05-02T12:21:44.391Z,market,trade,TESTE,99993.96194928173,142,,,,,,,,
2026-05-02T12:21:44.544Z,market,trade,TESTE,100005.81253367019,108,,,,,,,,
2026-05-02T12:21:44.701Z,market,trade,TESTE,99994.44885328044,182,,,,,,,,
2026-05-02T12:21:44.857Z,market,trade,TESTE,99990.78681796804,85,,,,,,,,
2026-05-02T12:21:45.012Z,market,trade,TESTE,99986.61462877385,198,,,,,,,,
2026-05-02T12:21:45.169Z,market,trade,TESTE,100000.3772598884,71,,,,,,,,
2026-05-02T12:21:45.325Z,market,trade,TESTE,100000.26316074801,110,,,,,,,,
2026-05-02T12:21:45.479Z,market,trade,TESTE,100005.15767739886,61,,,,,,,,
2026-05-02T12:21:45.634Z,market,trade,TESTE,99994.61857892622,57,,,,,,,,
2026-05-02T12:21:45.787Z,market,trade,TESTE,100000.77083734883,39,,,,,,,,
2026-05-02T12:21:45.942Z,market,trade,TESTE,99986.7474137466,96,,,,,,,,
2026-05-02T12:21:46.097Z,market,trade,TESTE,99999.10586757508,85,,,,,,,,
2026-05-02T12:21:46.252Z,market,trade,TESTE,99999.72408865392,189,,,,,,,,
2026-05-02T12:21:46.407Z,market,trade,TESTE,99991.96431721152,176,,,,,,,,
2026-05-02T12:21:46.563Z,market,trade,TESTE,100005.0705562039,47,,,,,,,,
2026-05-02T12:21:46.717Z,market,trade,TESTE,99999.47170657574,10,,,,,,,,
2026-05-02T12:21:46.870Z,market,trade,TESTE,99996.89226947865,12,,,,,,,,
2026-05-02T12:21:47.024Z,market,trade,TESTE,99997.29727549164,73,,,,,,,,
2026-05-02T12:21:47.178Z,market,trade,TESTE,99992.36531827846,143,,,,,,,,
2026-05-02T12:21:47.331Z,market,trade,TESTE,99994.4132662441,194,,,,,,,,
2026-05-02T12:21:47.488Z,market,trade,TESTE,99989.99509767954,90,,,,,,,,
2026-05-02T12:21:47.488Z,alert,,TESTE,99989.99509767954,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-05-02T12:21:47.645Z,market,trade,TESTE,99998.84993125118,85,,,,,,,,
2026-05-02T12:21:47.801Z,market,trade,TESTE,99996.4109650284,69,,,,,,,,
2026-05-02T12:21:47.956Z,market,trade,TESTE,99999.00787103291,178,,,,,,,,
2026-05-02T12:21:48.110Z,market,trade,TESTE,100000.87788598624,87,,,,,,,,
2026-05-02T12:21:48.262Z,market,trade,TESTE,99996.12886683828,101,,,,,,,,
2026-05-02T12:21:48.418Z,market,trade,TESTE,99994.38021453378,168,,,,,,,,
2026-05-02T12:21:48.572Z,market,trade,TESTE,99981.45437167544,19,,,,,,,,
2026-05-02T12:21:48.728Z,market,trade,TESTE,99988.07968186103,82,,,,,,,,
2026-05-02T12:21:48.884Z,market,trade,TESTE,99977.75357789878,185,,,,,,,,
2026-05-02T12:21:49.042Z,market,trade,TESTE,99973.64581269932,116,,,,,,,,
2026-05-02T12:21:49.196Z,market,trade,TESTE,99977.663753056,28,,,,,,,,
2026-05-02T12:21:49.348Z,market,trade,TESTE,99982.04469839201,101,,,,,,,,
2026-05-02T12:21:49.503Z,market,trade,TESTE,99984.1346785625,123,,,,,,,,
2026-05-02T12:21:49.655Z,market,trade,TESTE,99981.63009727719,166,,,,,,,,
2026-05-02T12:21:49.654Z,alert,,TESTE,99981.63009727719,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-05-02T12:21:49.811Z,market,trade,TESTE,99988.87247654199,190,,,,,,,,
2026-05-02T12:21:49.988Z,market,trade,TESTE,99980.67747156484,197,,,,,,,,
2026-05-02T12:21:50.138Z,market,trade,TESTE,99982.58082414734,98,,,,,,,,
2026-05-02T12:21:50.292Z,market,trade,TESTE,99982.63204283692,168,,,,,,,,
2026-05-02T12:21:50.447Z,market,trade,TESTE,99997.17317901719,133,,,,,,,,
2026-05-02T12:21:50.601Z,market,trade,TESTE,99991.91688465088,54,,,,,,,,
2026-05-02T12:21:50.757Z,market,trade,TESTE,100001.18419104902,101,,,,,,,,
2026-05-02T12:21:50.910Z,market,trade,TESTE,99992.17740163993,24,,,,,,,,
2026-05-02T12:21:51.066Z,market,trade,TESTE,100001.8314607294,46,,,,,,,,
2026-05-02T12:21:51.222Z,market,trade,TESTE,99989.48594711721,52,,,,,,,,
2026-05-02T12:21:51.376Z,market,trade,TESTE,100001.68174815418,188,,,,,,,,
2026-05-02T12:21:51.530Z,market,trade,TESTE,99987.88866393866,46,,,,,,,,
2026-05-02T12:21:51.687Z,market,trade,TESTE,99989.95365097444,74,,,,,,,,
2026-05-02T12:21:51.841Z,market,trade,TESTE,99988.187769661,163,,,,,,,,
2026-05-02T12:21:51.995Z,market,trade,TESTE,99996.08561988741,51,,,,,,,,
2026-05-02T12:21:52.150Z,market,trade,TESTE,99989.94031727055,36,,,,,,,,
2026-05-02T12:21:52.304Z,market,trade,TESTE,99990.7093550775,26,,,,,,,,
2026-05-02T12:21:52.458Z,market,trade,TESTE,100000.01652006892,36,,,,,,,,
2026-05-02T12:21:52.610Z,market,trade,TESTE,99985.80149724758,174,,,,,,,,
2026-05-02T12:21:52.765Z,market,trade,TESTE,99990.92805470695,66,,,,,,,,
2026-05-02T12:21:52.921Z,market,trade,TESTE,99976.41648339565,11,,,,,,,,
2026-05-02T12:21:53.072Z,market,trade,TESTE,99978.64202957391,81,,,,,,,,
2026-05-02T12:21:53.227Z,market,trade,TESTE,99979.23996564552,40,,,,,,,,
2026-05-02T12:21:53.380Z,market,trade,TESTE,99976.64594021084,54,,,,,,,,
2026-05-02T12:21:53.534Z,market,trade,TESTE,99991.38340536486,75,,,,,,,,
2026-05-02T12:21:53.687Z,market,trade,TESTE,99990.02530386604,70,,,,,,,,
2026-05-02T12:21:53.842Z,market,trade,TESTE,99979.5691863801,192,,,,,,,,
2026-05-02T12:21:53.994Z,market,trade,TESTE,99992.2276675726,24,,,,,,,,
2026-05-02T12:21:54.148Z,market,trade,TESTE,99987.28833754473,88,,,,,,,,
2026-05-02T12:21:54.305Z,market,trade,TESTE,99978.87175705277,20,,,,,,,,
2026-05-02T12:21:54.460Z,market,trade,TESTE,99979.36674231758,190,,,,,,,,
2026-05-02T12:21:54.614Z,market,trade,TESTE,99990.99698348968,92,,,,,,,,
2026-05-02T12:21:54.769Z,market,trade,TESTE,99991.35785225169,52,,,,,,,,
2026-05-02T12:21:54.924Z,market,trade,TESTE,99981.61603407694,27,,,,,,,,
2026-05-02T12:21:55.079Z,market,trade,TESTE,99986.41720346123,39,,,,,,,,
2026-05-02T12:21:55.233Z,market,trade,TESTE,99997.50701042771,100,,,,,,,,
2026-05-02T12:21:55.387Z,market,trade,TESTE,99997.16824173773,83,,,,,,,,
2026-05-02T12:21:55.542Z,market,trade,TESTE,100001.94691613675,55,,,,,,,,
2026-05-02T12:21:55.695Z,market,trade,TESTE,100000.52327777591,84,,,,,,,,
2026-05-02T12:21:55.848Z,market,trade,TESTE,100002.46991040192,80,,,,,,,,
2026-05-02T12:21:56.002Z,market,trade,TESTE,99988.03111130006,57,,,,,,,,
2026-05-02T12:21:56.157Z,market,trade,TESTE,99993.25341585331,132,,,,,,,,
2026-05-02T12:21:56.311Z,market,trade,TESTE,99985.00011631865,141,,,,,,,,
2026-05-02T12:21:56.464Z,market,trade,TESTE,99996.96130577174,187,,,,,,,,
2026-05-02T12:21:56.620Z,market,trade,TESTE,99992.89268908168,58,,,,,,,,
2026-05-02T12:21:56.775Z,market,trade,TESTE,99986.72280194268,93,,,,,,,,
2026-05-02T12:21:56.929Z,market,trade,TESTE,99987.6933527778,59,,,,,,,,
2026-05-02T12:21:57.085Z,market,trade,TESTE,99985.06402243362,13,,,,,,,,
