ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189395.0,1,,,,BTG Pactual CTVM S.A.,UBS BRASIL CCTVM S/A,,,
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189390.0,10,,,,XP Investimentos CCTVM S/A,XP Investimentos CCTVM S/A,,,
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189390.0,4,,,,XP Investimentos CCTVM S/A,XP Investimentos CCTVM S/A,,,
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189390.0,1,,,,XP Investimentos CCTVM S/A,XP Investimentos CCTVM S/A,,,
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189385.0,3,,,,XP Investimentos CCTVM S/A,BTG Pactual CTVM S.A.,,,
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189385.0,1,,,,XP Investimentos CCTVM S/A,BTG Pactual CTVM S.A.,,,
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189385.0,1,,,,NOVA FUTURA CTVM LTDA,BTG Pactual CTVM S.A.,,,
2026-04-01T12:13:19.471Z,market,trade,WINFUT,189390.0,1,,,,BTG Pactual CTVM S.A.,BTG Pactual CTVM S.A.,,,
2026-04-01T12:13:19.472Z,market,trade,WINFUT,189390.0,1,,,,BTG Pactual CTVM S.A.,GENIAL INSTITUCIONAL CCTVM S.A,,,
2026-04-01T12:13:19.472Z,market,trade,WINFUT,189390.0,3,,,,XP Investimentos CCTVM S/A,XP Investimentos CCTVM S/A,,,
2026-04-01T12:13:19.473Z,market,trade,WINFUT,189390.0,2,,,,BTG Pactual CTVM S.A.,GENIAL INSTITUCIONAL CCTVM S.A,,,
2026-04-01T12:13:19.473Z,market,trade,WINFUT,189385.0,1,,,,AGORA CTVM S/A,BTG Pactual CTVM S.A.,,,
2026-04-01T12:13:19.473Z,market,trade,WINFUT,189385.0,1,,,,AGORA CTVM S/A,BTG Pactual CTVM S.A.,,,
2026-04-01T12:13:19.490Z,market,trade,WINFUT,189385.0,18,,,,XP Investimentos CCTVM S/A,BTG Pactual CTVM S.A.,,,
