ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-03-20T00:00:00.045Z,market,trade,TESTE,99896.87602178405,54,,,,CS,CITI,,,
2026-03-20T00:00:00.197Z,market,trade,TESTE,99889.59272302027,184,,,,XP,JPM,,,
2026-03-20T00:00:00.350Z,market,trade,TESTE,99897.53323762049,37,,,,BARCL,BARCL,,,
2026-03-20T00:00:00.500Z,market,trade,TESTE,99898.68210576978,175,,,,BARCL,BARCL,,,
2026-03-20T00:00:00.665Z,market,trade,TESTE,99899.89392217746,65,,,,BARCL,JPM,,,
2026-03-20T00:00:00.816Z,market,trade,TESTE,99903.16625916015,169,,,,UBS,BARCL,,,
2026-03-20T00:00:00.972Z,market,trade,TESTE,99895.45722403101,54,,,,UBS,JPM,,,
2026-03-20T00:00:01.124Z,market,trade,TESTE,99890.96843253565,37,,,,CS,MS,,,
2026-03-20T00:00:01.276Z,market,trade,TESTE,99903.16955713046,188,,,,BTG,CITI,,,
2026-03-20T00:00:01.429Z,market,trade,TESTE,99902.17494070482,98,,,,CS,JPM,,,
2026-03-20T00:00:01.588Z,market,trade,TESTE,99906.60938974805,26,,,,CITI,ITAU,,,
2026-03-20T00:00:01.785Z,market,trade,TESTE,99906.96454100701,28,,,,BARCL,JPM,,,
2026-03-20T00:00:01.945Z,market,trade,TESTE,99909.19984956844,55,,,,UBS,CITI,,,
2026-03-20T00:00:02.100Z,market,trade,TESTE,99904.72605476395,38,,,,ITAU,GOLDM,,,
2026-03-20T00:00:02.262Z,market,trade,TESTE,99896.62957649659,78,,,,MS,JPM,,,
2026-03-20T00:00:02.428Z,market,trade,TESTE,99900.7141140929,105,,,,MS,ITAU,,,
2026-03-20T00:00:02.595Z,market,trade,TESTE,99914.37630472638,16,,,,XP,BARCL,,,
2026-03-20T00:00:02.765Z,market,trade,TESTE,99902.38031009004,190,,,,MS,GOLDM,,,
2026-03-20T00:00:02.934Z,market,trade,TESTE,99898.92580744493,13,,,,BTG,BTG,,,
2026-03-20T00:00:03.090Z,market,trade,TESTE,99898.01282017399,132,,,,JPM,ITAU,,,
2026-03-20T00:00:03.243Z,market,trade,TESTE,99900.0361113255,70,,,,CS,CITI,,,
2026-03-20T00:00:03.401Z,market,trade,TESTE,99910.85913384202,103,,,,ITAU,CS,,,
2026-03-20T00:00:03.553Z,market,trade,TESTE,99912.00586989637,105,,,,BTG,CS,,,
2026-03-20T00:00:03.717Z,market,trade,TESTE,99914.40292651852,100,,,,BTG,CITI,,,
2026-03-20T00:00:03.868Z,market,trade,TESTE,99903.73780430769,17,,,,UBS,BTG,,,
2026-03-20T00:00:04.025Z,market,trade,TESTE,99912.10392623782,96,,,,XP,CITI,,,
2026-03-20T00:00:04.190Z,market,trade,TESTE,99906.78490416649,20,,,,ITAU,BARCL,,,
2026-03-20T00:00:04.346Z,market,trade,TESTE,99917.22215700733,186,,,,BARCL,CS,,,
2026-03-20T00:00:04.499Z,market,trade,TESTE,99920.37079676735,19,,,,JPM,XP,,,
2026-03-20T00:00:04.651Z,market,trade,TESTE,99919.04789120497,133,,,,CS,BARCL,,,
2026-03-20T00:00:04.814Z,market,trade,TESTE,99908.41078699296,40,,,,XP,UBS,,,
2026-03-20T00:00:04.973Z,market,trade,TESTE,99917.88559763612,153,,,,MS,ITAU,,,
2026-03-20T00:00:05.125Z,market,trade,TESTE,99907.09956194901,60,,,,BTG,CITI,,,
2026-03-20T00:00:05.286Z,market,trade,TESTE,99903.14003692682,131,,,,CITI,JPM,,,
2026-03-20T00:00:05.445Z,market,trade,TESTE,99902.24242125695,169,,,,CITI,JPM,,,
2026-03-20T00:00:05.605Z,market,trade,TESTE,99905.32073289054,9,,,,MS,BTG,,,
2026-03-20T00:00:05.758Z,market,trade,TESTE,99901.04953472958,7,,,,UBS,XP,,,
2026-03-20T00:00:05.921Z,market,trade,TESTE,99907.93974540297,30,,,,UBS,ITAU,,,
2026-03-20T00:00:06.086Z,market,trade,TESTE,99894.97012451809,184,,,,CS,CS,,,
2026-03-20T00:00:06.241Z,market,trade,TESTE,99903.15311811202,81,,,,GOLDM,JPM,,,
2026-03-20T00:00:06.401Z,market,trade,TESTE,99899.91005009192,141,,,,XP,GOLDM,,,
2026-03-20T00:00:06.565Z,market,trade,TESTE,99890.8142196021,83,,,,UBS,UBS,,,
2026-03-20T00:00:06.730Z,market,trade,TESTE,99886.56834189435,6,,,,CS,BTG,,,
2026-03-20T00:00:06.884Z,market,trade,TESTE,99894.19800224222,65,,,,GOLDM,GOLDM,,,
2026-03-20T00:00:07.039Z,market,trade,TESTE,99898.72507403989,85,,,,JPM,MS,,,
2026-03-20T00:00:07.200Z,market,trade,TESTE,99883.902836616,58,,,,ITAU,UBS,,,
2026-03-20T00:00:07.361Z,market,trade,TESTE,99894.81531811312,5,,,,UBS,CS,,,
2026-03-20T00:00:07.524Z,market,trade,TESTE,99886.18223413911,49,,,,MS,CITI,,,
2026-03-20T00:00:07.692Z,market,trade,TESTE,99900.83306530454,56,,,,XP,XP,,,
2026-03-20T00:00:07.845Z,market,trade,TESTE,99902.60843478724,12,,,,GOLDM,UBS,,,
2026-03-20T00:00:08.001Z,market,trade,TESTE,99892.7422804455,76,,,,CITI,MS,,,
2026-03-20T00:00:08.160Z,market,trade,TESTE,99904.32105380262,18,,,,JPM,XP,,,
2026-03-20T00:00:08.319Z,market,trade,TESTE,99900.52582102761,174,,,,GOLDM,CS,,,
2026-03-20T00:00:08.478Z,market,trade,TESTE,99887.92613004344,93,,,,UBS,MS,,,
2026-03-20T00:00:08.644Z,market,trade,TESTE,99894.83705004196,144,,,,ITAU,UBS,,,
2026-03-20T00:00:08.800Z,market,trade,TESTE,99895.36090477245,148,,,,MS,CS,,,
2026-03-20T00:00:08.963Z,market,trade,TESTE,99898.74775331175,88,,,,MS,BTG,,,
2026-03-20T00:00:09.114Z,market,trade,TESTE,99893.15660400111,36,,,,CITI,BTG,,,
2026-03-20T00:00:09.269Z,market,trade,TESTE,99907.7998012096,167,,,,CITI,JPM,,,
2026-03-20T00:00:09.422Z,market,trade,TESTE,99911.45504120433,157,,,,XP,CS,,,
2026-03-20T00:00:09.574Z,market,trade,TESTE,99904.18557749498,153,,,,MS,CS,,,
