ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-05-24T14:38:02.428Z,market,trade,TESTE,99995.14906782017,48,,,,XP,JPM,,,
2026-05-24T14:38:02.581Z,market,trade,TESTE,100009.68837563414,31,,,,ITAU,ITAU,,,
2026-05-24T14:38:02.739Z,market,trade,TESTE,100001.03956449921,104,,,,JPM,XP,,,
2026-05-24T14:38:02.903Z,market,trade,TESTE,100006.6231217602,43,,,,UBS,UBS,,,
2026-05-24T14:38:03.057Z,market,flow_inversion,,,,,,,,,-43,82,UBS
2026-05-24T14:38:03.057Z,market,trade,TESTE,100010.89545522821,125,,,,UBS,CS,,,
2026-05-24T14:38:03.207Z,market,trade,TESTE,100002.51433124425,150,,,,JPM,GOLDM,,,
2026-05-24T14:38:03.369Z,market,trade,TESTE,99999.76073308181,174,,,,UBS,MS,,,
2026-05-24T14:38:03.531Z,market,trade,TESTE,100014.54157252987,48,,,,XP,MS,,,
2026-05-24T14:38:03.683Z,market,trade,TESTE,100014.05462716537,48,,,,ITAU,UBS,,,
2026-05-24T14:38:03.836Z,market,trade,TESTE,100006.17633132065,87,,,,JPM,MS,,,
2026-05-24T14:38:03.991Z,market,trade,TESTE,100018.07491055288,96,,,,GOLDM,BARCL,,,
2026-05-24T14:38:04.147Z,market,trade,TESTE,100022.58985249828,132,,,,BARCL,CITI,,,
2026-05-24T14:38:04.305Z,market,trade,TESTE,100013.51196636428,144,,,,BTG,BARCL,,,
2026-05-24T14:38:04.457Z,market,flow_inversion,,,,,,,,,34,-153,UBS
2026-05-24T14:38:04.457Z,market,trade,TESTE,100011.99437684713,187,,,,BARCL,UBS,,,
2026-05-24T14:38:04.611Z,market,trade,TESTE,100017.8697905502,146,,,,MS,MS,,,
2026-05-24T14:38:04.766Z,market,trade,TESTE,100020.64786265483,100,,,,CS,UBS,,,
2026-05-24T14:38:04.928Z,market,trade,TESTE,100017.99936844672,137,,,,JPM,MS,,,
2026-05-24T14:38:05.087Z,market,trade,TESTE,100006.64269568516,176,,,,XP,CS,,,
2026-05-24T14:38:05.243Z,market,trade,TESTE,100016.14887933446,45,,,,GOLDM,BARCL,,,
2026-05-24T14:38:05.395Z,market,trade,TESTE,100012.58590333135,19,,,,JPM,BTG,,,
